"reg_number","scale"
1059316,National
1059317,Local
1059318,Local
1059319,Regional
1059321,Regional
1059322,National
1059323,National
1059324,Regional
1059325,National and Overseas
1059326,National
1059327,Local
1059328,National
1059329,National and Overseas
1059330,Regional
1059331,Local
1059333,National
1059334,Regional
1059335,National
1059337,National
1059338,Local
1059339,Local
1059340,Regional
1059343,Local
1059344,Local
1059345,Local
1059346,Regional
1059347,Local
1059348,National
1059349,Local
1059350,Regional
1059351,National
1059352,Regional
1059353,Regional
1059355,National
1059357,Local
1059358,Local
1059359,National and Overseas
1059360,Local
1059361,Local
1059362,Regional
1059363,Local
1059366,Local
1059367,Local
1059368,Local
1059369,Local
1059370,Regional
1059371,Regional
1059372,Local
1059373,Regional
1059375,Local
1059376,Regional
1059377,Regional
1059378,National
1059379,Local
1059380,National and Overseas
1059381,Regional
1059383,National and Overseas
1059384,Regional
1059386,National and Overseas
1059388,Local
1059389,Regional
1059390,National
1059391,Local
1059392,Overseas
1059393,Regional
1059394,Local
1059397,Regional
1059398,Regional
1059399,Local
1059400,Regional
1059405,Local
1059406,Local
1059407,Local
1059408,Local
1059409,Local
1059410,Local
1059412,Local
1059413,Regional
1059414,Local
1059416,Regional
1059418,Regional
1059419,Regional
1059420,National
1059421,Local
1059422,Local
1059425,Local
1059426,Local
1059427,Local
1059429,Local
1059430,Local
1059432,Regional
1059433,Local
1059434,National
1059435,Local
1059436,Local
1059437,Regional
1059438,National
1059439,Local
1059440,Regional
1059441,Local
1059442,Regional
1059443,Local
1059444,National
1059445,Local
1059446,Regional
1059447,Local
1059448,National
1059449,Overseas
1059450,National
1059451,Local
1059452,Local
1059453,National
1059454,Local
1059455,Regional
1059456,National and Overseas
1059457,Local
1059458,National
1059459,Local
1059460,National
1059461,National
1059462,Local
1059463,Local
1059464,National and Overseas
1059465,Regional
1059466,National
1059467,Local
1059468,Regional
1059469,Local
1059470,Regional
1059471,Local
1059473,Local
1059474,Local
1059475,National
1059476,Local
1059478,National
1059479,Local
1059480,Local
1059483,National
1059484,Local
1059485,Local
1059486,Overseas
1059487,Local
1059488,Local
1059489,Local
1059490,Local
1059492,Local
1059494,Regional
1059495,National and Overseas
1059497,National
1059498,Regional
1059499,National
1059500,Regional
1059501,Regional
1059502,Local
1059503,Regional
1059504,Local
1059505,National
1059506,Regional
1059507,Local
1059508,Local
1059509,National
1059510,Local
1059512,Regional
1059513,Local
1059515,Local
1059516,Regional
1059517,Regional
1059518,National
1059519,Local
1059520,Local
1059522,Local
1059523,Regional
1059524,Local
1059526,Local
1059527,Regional
1059528,Regional
1059529,Local
1059530,National
1059531,National and Overseas
1059532,National
1059534,Local
1059535,Local
1059537,Regional
1059538,National
1059539,National
1059540,National and Overseas
1059541,Local
1059542,Local
1059543,Local
1059544,Local
1059545,Regional
1059546,Local
1059547,Regional
1059548,Local
1059549,Local
1059550,Local
1059551,National
1059552,Local
1059553,Regional
1059554,National
1059555,National
1059556,Regional
1059557,National
1059558,National
1059559,National
1059560,National
1059561,Regional
1059562,Local
1059563,Regional
1059564,Regional
1059565,Local
1059566,Local
1059567,Local
1059569,Local
1059571,Local
1059572,Local
1059573,Local
1059574,Local
1059575,Local
1059577,National
1059578,Regional
1059579,Local
1059581,Local
1059582,National
1059583,National
1059584,Regional
1059585,Local
1059586,Local
1059587,Local
1059588,Local
1059589,National
1059590,Overseas
1059591,National
1059592,National
1059593,National
1059596,Regional
1059597,National and Overseas
1059598,Local
1059599,National
1059600,Regional
1059601,Local
1059602,Local
1059603,Local
1059604,Local
1059605,National and Overseas
1059606,Regional
1059607,National
1059608,Local
1059611,National
1059612,Local
1059614,National
1059615,Local
1059616,Regional
1059617,Local
1059618,National
1059619,Local
1059620,Local
1059621,Overseas
1059622,Local
1059624,Local
1059625,Local
1059626,Local
1059627,National and Overseas
1059628,Local
1059629,National
1059630,Local
1059631,Local
1059632,Local
1059633,Local
1059634,Local
1059637,National
1059640,Local
1059641,Regional
1059643,National
1059645,Local
1059646,Local
1059648,National
1059649,Regional
1059650,Local
1059651,Local
1059652,National
1059654,Local
1059655,Local
1059656,Local
1059657,Local
1059659,Local
1059660,National
1059661,Regional
1059662,National
1059663,Local
1059664,Regional
1059665,Local
1059667,Local
1059668,National
1059669,Local
1059670,National
1059672,Regional
1059673,Local
1059674,Local
1059675,Regional
1059676,Local
1059677,Local
1059678,Regional
1059679,Local
1059680,Regional
1059681,National
1059684,National
1059685,Regional
1059686,National
1059688,Local
1059689,National
1059690,National
1059691,Local
1059692,Local
1059693,Local
1059694,Regional
1059695,Regional
1059696,Regional
1059697,National
1059698,Regional
1059700,National
1059701,National
1059702,Local
1059704,Overseas
1059705,Local
1059706,Regional
1059707,Local
1059708,Local
1059709,Regional
1059711,Local
1059712,Local
1059714,National
1059715,Local
1059716,National
1059717,National
1059718,National
1059719,Local
1059720,Local
1059721,National
1059722,Local
1059723,Local
1059725,Local
1059726,Local
1059727,Local
1059728,Local
1059729,Regional
1059731,Regional
1059733,National
1059734,Local
1059735,National
1059736,Regional
1059737,Local
1059738,Regional
1059739,National and Overseas
1059740,Local
1059741,Local
1059742,Regional
1059743,National and Overseas
1059746,Local
1059747,Local
1059748,Local
1059749,Local
1059750,Overseas
1059753,Local
1059754,Overseas
1059756,Regional
1059757,National
1059758,Local
1059759,National
1059760,Local
1059761,Local
1059762,Local
1059763,Local
1059764,Regional
1059765,Local
1059766,Local
1059767,Regional
1059768,Regional
1059769,National
1059770,Local
1059771,National
1059773,Local
1059774,National
1059775,Regional
1059776,National
1059777,Local
1059778,National
1059779,Overseas
1059780,Regional
1059781,Regional
1059783,Local
1059785,Local
1059786,Local
1059787,Local
1059788,Local
1059789,Local
1059790,Local
1059792,Local
1059793,Local
1059794,Regional
1059795,National and Overseas
1059796,Local
1059797,National
1059798,Local
1059799,Regional
1059800,Local
1059801,Regional
1059802,Local
1059803,National
1059804,Local
1059805,Local
1059806,National
1059807,National
1059808,Regional
1059809,Local
1059811,National
1059812,Local
1059814,Regional
1059815,Local
1059816,Local
1059817,National
1059818,Regional
1059819,National and Overseas
1059820,Local
1059821,Regional
1059822,Local
1059823,National
1059824,Local
1059825,Local
1059826,Local
1059827,Local
1059828,Regional
1059829,Local
1059830,National
1059831,National
1059832,National and Overseas
1059833,Regional
1059834,Local
1059835,Local
1059836,Local
1059837,Local
1059838,National and Overseas
1059839,Regional
1059840,Local
1059841,Local
1059843,Regional
1059844,Local
1059845,Local
1059846,Regional
1059847,National
1059848,National
1059849,Regional
1059850,Local
1059851,Local
1059852,Local
1059853,Local
1059854,National
1059855,Overseas
1059856,Local
1059857,Local
1059858,Local
1059859,Local
1059860,Local
1059861,Regional
1059862,Local
1059864,Regional
1059865,National
1059866,Local
1059867,National and Overseas
1059868,Local
1059869,National
1059870,Local
1059871,Overseas
1059872,National
1059873,Local
1059874,Local
1059875,Local
1059876,National and Overseas
1059877,Local
1059878,Local
1059879,National and Overseas
1059880,Local
1059881,Regional
1059882,Local
1059883,Local
1059884,Local
1059885,Local
1059886,Regional
1059887,Local
1059888,National and Overseas
1059889,Local
1059890,Regional
1059891,National
1059893,National
1059894,Regional
1059895,Local
1059896,Local
1059897,Local
1059898,Regional
1059899,Local
1059900,Local
1059901,Overseas
1059903,Regional
1059905,Regional
1059907,Local
1059908,Local
1059909,Local
1059910,Regional
1059911,Regional
1059912,Local
1059913,Local
1059914,Regional
1059917,Regional
1059918,Local
1059919,National and Overseas
1059920,Regional
1059921,National
1059922,Local
1059923,Local
1059925,Overseas
1059926,Local
1059927,National
1059928,Local
1059929,Local
1059930,National
1059931,Regional
1059932,Local
1059933,Regional
1059934,Regional
1059935,National and Overseas
1059936,National
1059937,Regional
1059938,Local
1059939,Regional
1059940,Regional
1059941,Regional
1059942,National
1059943,Regional
1059944,Local
1059945,Local
1059946,Local
1059947,National
1059948,Local
1059950,Regional
1059951,Overseas
1059952,Local
1059954,Local
1059955,Local
1059956,Local
1059957,Regional
1059958,Local
1059959,Local
1059960,Local
1059961,Local
1059962,Regional
1059963,Regional
1059964,Local
1059965,Regional
1059966,Overseas
1059967,National
1059969,Local
1059970,Regional
1059971,National
1059972,National and Overseas
1059973,Regional
1059975,National and Overseas
1059976,National and Overseas
1059977,Regional
1059978,Regional
1059979,Local
1059980,Local
1059982,Local
1059983,National and Overseas
1059984,Local
1059986,Regional
1059987,National
1059988,Local
1059989,Regional
1059990,Local
1059991,Local
1059993,Regional
1059994,Overseas
1059995,Regional
1059996,Local
1059997,Local
1059998,Local
1059999,Local
1060000,Local
1060001,National and Overseas
1060002,Local
1060003,Local
1060005,National
1060006,Local
1060007,Local
1060008,National and Overseas
1060010,Local
1060011,Local
1060012,Local
1060013,Local
1060014,Local
1060016,Local
1060017,Local
1060018,National
1060019,Regional
1060020,Local
1060022,Local
1060023,Local
1060024,Local
1060025,Local
1060026,Local
1060027,Regional
1060028,Local
1060031,Regional
1060032,Local
1060033,Local
1060034,National and Overseas
1060035,Regional
1060037,National
1060038,Local
1060039,Regional
1060040,National
1060041,National
1060042,Local
1060044,Regional
1060046,Local
1060047,Local
1060048,Regional
1060049,Local
1060052,Local
1060055,Local
1060056,National
1060057,Local
1060058,Local
1060059,Local
1060060,Regional
1060061,Local
1060062,National
1060063,Regional
1060064,National
1060065,Local
1060066,Regional
1060067,Local
1060068,Regional
1060069,Local
1060070,Local
1060071,Local
1060072,National
1060074,Local
1060075,National
1060076,Local
1060077,Local
1060078,National and Overseas
1060079,National
1060080,Local
1060081,National and Overseas
1060082,Local
1060083,Local
1060085,Local
1060086,Regional
1060087,Local
1060088,Local
1060089,Regional
1060090,Regional
1060091,Regional
1060092,Regional
1060093,Regional
1060095,National
1060096,Regional
1060097,Local
1060098,Regional
1060099,Local
1060100,National
1060101,Local
1060102,Local
1060103,National
1060104,Local
1060105,National
1060106,Local
1060107,Local
1060108,Local
1060110,Local
1060111,National
1060113,Regional
1060114,Local
1060115,Regional
1060118,National
1060119,Local
1060122,Local
1060123,National and Overseas
1060125,Regional
1060126,National
1060127,Local
1060128,Regional
1060129,Local
1060130,Local
1060131,Local
1060132,Local
1060133,Local
1060134,National and Overseas
1060135,Local
1060136,Regional
1060138,Regional
1060139,National
1060140,Local
1060141,National
1060142,Local
1060145,National
1060146,Local
1060147,Regional
1060148,Regional
1060149,Local
1060150,Local
1060152,Regional
1060154,National and Overseas
1060155,Local
1060156,Regional
1060157,Regional
1060159,Regional
1060160,Local
1060161,National
1060164,National
1060165,National
1060166,Regional
1060167,Local
1060168,National
1060170,Local
1060171,Regional
1060172,Local
1060173,Regional
1060174,Local
1060175,Local
1060177,Local
1060179,Local
1060180,Local
1060181,National and Overseas
1060182,National
1060183,Local
1060184,Local
1060185,Local
1060186,Local
1060187,National
1060188,Local
1060191,Local
1060192,National
1060193,Local
1060195,Local
1060196,Local
1060197,Local
1060198,Local
1060199,Overseas
1060200,National
1060201,Local
1060203,Local
1060204,Regional
1060205,Local
1060206,National
1060207,Local
1060208,Local
1060209,Local
1060210,Local
1060211,National and Overseas
1060212,Local
1060213,Regional
1060214,Local
1060215,Local
1060216,Local
1060217,Local
1060218,Regional
1060219,National
1060220,Regional
1060222,Local
1060223,Local
1060224,Local
1060225,National and Overseas
1060226,National and Overseas
1060228,National
1060229,Regional
1060230,Regional
1060231,National
1060232,Regional
1060233,Regional
1060234,Local
1060235,National
1060236,Local
1060237,Local
1060238,Local
1060239,Local
1060240,Local
1060241,Regional
1060242,Local
1060243,Local
1060244,Regional
1060245,Local
1060246,Local
1060247,Local
1060248,Local
1060249,Local
1060250,Local
1060251,Local
1060252,Local
1060253,Local
1060254,Local
1060255,National
1060256,Local
1060257,Local
1060258,Local
1060259,Regional
1060260,Local
1060261,Regional
1060262,Regional
1060263,National and Overseas
1060264,Local
1060265,Local
1060266,Local
1060267,National
1060269,Regional
1060270,Local
1060271,Local
1060272,National
1060273,Local
1060275,Regional
1060276,Local
1060277,Local
1060278,Local
1060279,Local
1060280,National
1060281,Local
1060282,Local
1060283,Local
1060285,Local
1060286,Local
1060288,Local
1060290,National and Overseas
1060291,National
1060292,National and Overseas
1060293,Regional
1060294,Local
1060295,Local
1060296,Local
1060297,National
1060298,Regional
1060299,Local
1060300,National
1060301,Regional
1060302,National
1060303,Local
1060304,National
1060305,National
1060306,Regional
1060308,National and Overseas
1060310,Local
1060311,Local
1060312,Local
1060313,Local
1060314,Local
1060315,Local
1060316,National
1060317,Regional
1060319,National
1060321,Local
1060322,Regional
1060323,National
1060324,Local
1060325,National
1060326,Local
1060327,Local
1060328,Local
1060329,Regional
1060330,National
1060332,Regional
1060335,Local
1060336,Regional
1060337,Local
1060338,Regional
1060339,Local
1060340,National
1060342,Regional
1060343,Local
1060344,National
1060345,Regional
1060346,Local
