Type,Entity,Company Number,OSCAR CPID
Academy Trust,Radcliffe Academy Trust,09334026,CAD022
Academy Trust,The Quinta Trust,08787650,CAD022
Academy Trust,Raglan Primary School,08628905,CAD022
Academy Trust,Huncote Community Primary School Academy Trust,08076310,CAD022
Academy Trust,Rainbow Education Multi-academy Trust,09265723,CAD022
Academy Trust,Seven Fields Primary School,07977150,CAD022
Academy Trust,Mulberry Multi Academy Trust,08151859,CAD022
Academy Trust,Ralph Sadleir School,08663956,CAD022
Academy Trust,Creative Industries UTC,07893811,CAD022
Academy Trust,Bonitas Multi-academy Trust Limited,07698406,CAD022
Academy Trust,Range High School,07770687,CAD022
Academy Trust,Churchdown School,07773693,CAD022
Academy Trust,Rastrick High School Academy Trust,07737429,CAD022
Academy Trust,Ratby Primary School,08293293,CAD022
Academy Trust,South Downs Learning Trust,08130302,CAD022
Academy Trust,Rauceby Church of England Primary School,08099606,CAD022
Academy Trust,Impact Multi Academy Trust,07553596,CAD022
Academy Trust,Northern Ambition Academies Trust,07556117,CAD022
Academy Trust,Leodis Academies Trust,07720181,CAD022
Academy Trust,Rawlins Academy,07652661,CAD022
Academy Trust,South Essex Alliance Multi-academy Trust,08445314,CAD022
Academy Trust,Raynsford Church of England Academy,08287618,CAD022
Academy Trust,Sutton Coldfield Grammar School for Girls Academy Trust,07543893,CAD022
Academy Trust,Giffards Primary School,08920008,CAD022
Academy Trust,"Mayfield Grammar School, Gravesend",07900248,CAD022
Academy Trust,Whirley Primary School,08603811,CAD022
Academy Trust,Reach Academy Trust,07634106,CAD022
Academy Trust,The Reach Free School Trust,07960515,CAD022
Academy Trust,Newquay Tretherras,07536455,CAD022
Academy Trust,Windhill Academy Trust,09433068,CAD022
Academy Trust,Bushloe High School,08235618,CAD022
Academy Trust,REACH2 Academy Trust,08452281,CAD022
Academy Trust,Children of Success Schools Trust,08438964,CAD022
Academy Trust,SFAET LTD,07689980,CAD022
Academy Trust,REACH2Staffordshire Academy Trust,08634450,CAD022
Academy Trust,Redhill Academy,07901900,CAD022
Academy Trust,Attwood Academies,09148479,CAD022
Academy Trust,Redhill Academy Trust,07430317,CAD022
Academy Trust,Redhill School,08536774,CAD022
Academy Trust,Gatehouse Green Learning Trust,08203318,CAD022
Academy Trust,Central Academy Trust,07685645,CAD022
Academy Trust,Redmarley C of E Primary Academy,07705259,CAD022
Academy Trust,Redmoor Academy,07992372,CAD022
Academy Trust,"Redriff Educational Trust, The",07712193,CAD022
Academy Trust,The Redstart Learning Partnership,07649832,CAD022
Academy Trust,Synergy Multi Academy Trust,08198980,CAD022
Academy Trust,Regency High School,08658515,CAD022
Academy Trust,Rendell Primary School,08219443,CAD022
Academy Trust,Lethbridge Primary School,07685652,CAD022
Academy Trust,"Ridgeway School Sixth Form College, The",07691947,CAD022
Academy Trust,"Ridings Trust, The",09290889,CAD022
Academy Trust,"Ridings’ Federation of Academies Trust, The",06802948,CAD022
Academy Trust,Boudica Schools Trust,08282834,CAD022
Academy Trust,Rivers Multi Academy Trust,07697367,CAD022
Academy Trust,Devizes School,08158582,CAD022
Academy Trust,Riverside Primary Academy,08104080,CAD022
Academy Trust,Riviera Education Trust,09751294,CAD022
Academy Trust,RMET,07654628,CAD022
Academy Trust,RNIB Specialist Learning Trust,08478985,CAD022
Academy Trust,Charlton Kings Infants' School,07689749,CAD022
Academy Trust,Robert Bakewell Primary School,08217604,CAD022
Academy Trust,The Robert Carre Trust,07671174,CAD022
Academy Trust,The Robert Drake Primary School,07686371,CAD022
Academy Trust,Walsall College Academies Trust,07754696,CAD022
Academy Trust,Robert May's School,07875747,CAD022
Academy Trust,"Gilberd School, The",07933810,CAD022
Academy Trust,"Robert Smyth Academy, The",07692325,CAD022
Academy Trust,Moulsham Infant School,07610916,CAD022
Academy Trust,Highwoods Community Primary School,08446789,CAD022
Academy Trust,Robin Hood Multi Academy Trust,08686006,CAD022
Academy Trust,The Robinswood Academy Trust,07530418,CAD022
Academy Trust,Robus Multi Academy Trust,07681811,CAD022
Academy Trust,Rochester Diocesan Multi-academy Education Trust,08270657,CAD022
Academy Trust,Charlton Kings Junior School,07691867,CAD022
Academy Trust,The Rodillian Multi Academy Trust,07990619,CAD022
Academy Trust,Tweendykes School,08432506,CAD022
Academy Trust,Tithe Academy,07687178,CAD022
Academy Trust,Rooks Nest Academy,07645519,CAD022
Academy Trust,Rosary Catholic Primary School,07709421,CAD022
Academy Trust,Rose Wood Academy,08803916,CAD022
Academy Trust,Roseacre Primary Academy,08221228,CAD022
Academy Trust,Kirkby College Trust,08124416,CAD022
Academy Trust,Rosebery School,07818029,CAD022
Academy Trust,The Rosedale Hewens Academy Trust,07683702,CAD022
Academy Trust,Arnold Hill Foundation Trust,07764405,CAD022
Academy Trust,The Roseland Multi Academy Trust,07557817,CAD022
Academy Trust,Rosewood School Limited,07667999,CAD022
Academy Trust,Harefield Academy Trust,05051218,CAD022
Academy Trust,Rossett School,07664288,CAD022
Academy Trust,Rothley Church of England Primary School,08388074,CAD022
Academy Trust,The Rowan Learning Trust,08010464,CAD022
Academy Trust,King's Cross Academy Trust,08803983,CAD022
Academy Trust,Selwood Academy,07814065,CAD022
Academy Trust,"Levels Academy Trust, The",09437439,CAD022
Academy Trust,Talent & Enterprise Trust,08562954,CAD022
Academy Trust,Rowanfield Junior School,07694827,CAD022
Academy Trust,West Somerset Academies Trust,07630164,CAD022
Academy Trust,Stafford Leys Academy Trust,08054506,CAD022
Academy Trust,Rowde C of E Primary Academy Trust,08310027,CAD022
Academy Trust,Royal Grammar School High Wycombe,07492198,CAD022
Academy Trust,Bishop Bewick Catholic Education Trust,07841435,CAD022
Academy Trust,The Royal Latin School,07686209,CAD022
Academy Trust,"Royston Schools Academy Trust, The",07695881,CAD022
Academy Trust,Akaal Academy Trust Derby Limited,08628019,CAD022
Academy Trust,The Russett Learning Trust,09617195,CAD022
Academy Trust,Runwell Community Primary School Academy Trust,07673903,CAD022
Academy Trust,Rugby High School Academy Trust,07521636,CAD022
Academy Trust,The Rural Enterprise Academy,07652211,CAD022
Academy Trust,Akaal Education Trust,08334743,CAD022
Academy Trust,Abingdon Learning Trust,07931886,CAD022
Academy Trust,Melbourn Village College,07730905,CAD022
Academy Trust,Joydens Wood Infant School,07804043,CAD022
Academy Trust,The Sele School,08124615,CAD022
Academy Trust,Sutton Grammar School Trust,07633715,CAD022
Academy Trust,The Slough and East Berkshire C of E Multi Academy Trust,07723151,CAD022
Academy Trust,Ruskington Chestnut Street Church of England Academy,08096761,CAD022
Academy Trust,Rutland and District Schools' Federation,07552631,CAD022
Academy Trust,Venture Academy Partnership Trust,07668839,CAD022
Academy Trust,South Downs Education Trust,08276210,CAD022
Academy Trust,Alameda Middle School,07681848,CAD022
Academy Trust,The Rutland Learning Trust,09199785,CAD022
Academy Trust,Together Learning Trust,09040380,CAD022
Academy Trust,Unity Church Of England Multi Academy Trust,07563436,CAD022
Academy Trust,The Saxon Crosses MAT,07404747,CAD022
Academy Trust,Sandbach School,06486255,CAD022
Academy Trust,Waveney Valley Academies Trust,07682294,CAD022
Academy Trust,The Sandon School Academy Trust,07697483,CAD022
Academy Trust,Drayton Manor High School Academy Trust,07698859,CAD022
Academy Trust,The Sandon Trust,08922806,CAD022
Academy Trust,Alban Academies Trust,07523557,CAD022
Academy Trust,Thomas Telford Multi Academy Trust,04798185,CAD022
Academy Trust,Lordswood Academies Trust,07567230,CAD022
Academy Trust,Plymouth School of Creative Arts,07953395,CAD022
Academy Trust,Schoolsworks Academy Trust,07962974,CAD022
Academy Trust,Scout Road Academy,07717189,CAD022
Academy Trust,Brocks Hill Academy Trust,08511781,CAD022
Academy Trust,Seaford Head Academy Trust,08122579,CAD022
Academy Trust,Seaton Academy,07343156,CAD022
Academy Trust,The Balcarras Trust,07495541,CAD022
Academy Trust,Westgate Academy Ltd,07669751,CAD022
Academy Trust,Seax Trust,07747149,CAD022
Academy Trust,Sefton Education Trust,08307770,CAD022
Academy Trust,Sentamu Academy Learning Trust,06544825,CAD022
Academy Trust,Severndale Specialist Academy,08738846,CAD022
Academy Trust,Bassingbourn Village College,07729237,CAD022
Academy Trust,Southern Academy Trust,09040388,CAD022
Academy Trust,The Dean Trust,08027943,CAD022
Academy Trust,Tarka Learning Partnership,07700494,CAD022
Academy Trust,Share Multi Academy Trust,07729878,CAD022
Academy Trust,Balgowan Primary School,07672683,CAD022
Academy Trust,The Shaw Education Trust,09067175,CAD022
Academy Trust,Shaw Primary Academy,08333159,CAD022
Academy Trust,Shaw Ridge Primary School,08714241,CAD022
Academy Trust,The Sheffield UTC Academy Trust,07652696,CAD022
Academy Trust,Sheldon School,07556236,CAD022
Academy Trust,Sheldwich Primary School,07725629,CAD022
Academy Trust,Shelfield Community Academy,06745236,CAD022
Academy Trust,Shenfield High School,07898905,CAD022
Academy Trust,5 Dimensions Trust,07595434,CAD022
Academy Trust,Sherwood Park Primary School,08792911,CAD022
Academy Trust,Shiphay Learning Academy,07566835,CAD022
Academy Trust,Shipston High School,08174462,CAD022
Academy Trust,Huntingdon Academy,07767057,CAD022
Academy Trust,Shire Oak Academy Trust,07544974,CAD022
Academy Trust,Shirebrook Academy,06628631,CAD022
Academy Trust,Shirley High School,07837778,CAD022
Academy Trust,Shirley Manor Primary Academy,08842936,CAD022
Academy Trust,Southend East Community Academy Trust,07825856,CAD022
Academy Trust,Shooters Hill Sixth Form College,08270802,CAD022
Academy Trust,North East Learning Trust,07492165,CAD022
Academy Trust,Shrewsbury Academies Trust,08407961,CAD022
Academy Trust,Alban City Free School Ltd,07644208,CAD022
Academy Trust,Chelmer Valley High School,07696117,CAD022
Academy Trust,"Shire Multi Academy Trust, The",09454169,CAD022
Academy Trust,The Silk Academy Trust,09427476,CAD022
Academy Trust,"Silver Birch Academy, The",08107310,CAD022
Academy Trust,Queen Elizabeth's School Barnet,07351253,CAD022
Academy Trust,Chorus Education Trust,08289609,CAD022
Academy Trust,Albany Learning Trust,08123168,CAD022
Academy Trust,Silvertrees Academy Trust,08590916,CAD022
Academy Trust,Simon Balle Academies Trust,08661539,CAD022
Academy Trust,"Bromfords School and Sixth Form College, The",08326579,CAD022
Academy Trust,The Forge Trust,09443602,CAD022
Academy Trust,REACH2Sussex Academy Trust,08644222,CAD022
Academy Trust,Forest of Dean Trust,07695544,CAD022
Academy Trust,Woolgrove School Special Needs Academy,07988540,CAD022
Academy Trust,Aspire Learning Trust (Whittlesey),08006711,CAD022
Academy Trust,Insignis Academy Trust,07657307,CAD022
Academy Trust,Sir Robert Geffery's School,07700611,CAD022
Academy Trust,Aston Community Education Trust,07577113,CAD022
Academy Trust,Parbold Douglas Church of England Academy,07713512,CAD022
Academy Trust,Sir Robert Pattinson Academy,07690250,CAD022
Academy Trust,Elveden Church of England Primary Academy,08327233,CAD022
Academy Trust,Sir Roger Manwood's School,07539918,CAD022
Academy Trust,Emerson Park Academy,07726858,CAD022
Academy Trust,Sir Thomas Fremantle School,07955870,CAD022
Academy Trust,Sir Thomas Rich's School,07331954,CAD022
Academy Trust,Sir Thomas Wharton Community College Co-operative Academy Trust,08261114,CAD022
Academy Trust,Bishop Chadwick Catholic Education Trust,09940352,CAD022
Academy Trust,Nunthorpe Multi-academy Trust Limited,08188507,CAD022
Academy Trust,Leaders in Learning Multi Academy Trust,09482529,CAD022
Academy Trust,Seer Green Church of England School,08318511,CAD022
Academy Trust,Marlow Education Trust,07625556,CAD022
Academy Trust,Inspirational Learning Academies Trust,08657945,CAD022
Academy Trust,Campion School & Language College,07697798,CAD022
Academy Trust,Sir William Burrough Primary School,07797058,CAD022
Academy Trust,Sir William Ramsay School Academy Trust,07697618,CAD022
Academy Trust,Aspire Schools Trust,08208522,CAD022
Academy Trust,Sir William Romney's School,07694641,CAD022
Academy Trust,Skelton Primary School,08693259,CAD022
Academy Trust,Smith's Wood Primary Academy Limited,09065312,CAD022
Academy Trust,Huntington Primary Academy,09468412,CAD022
Academy Trust,The Cherry Tree Trust,09795288,CAD022
Academy Trust,The Snaith School Academy Trust,08920524,CAD022
Academy Trust,Solent Academies Trust,08374351,CAD022
Academy Trust,Somerset Road Education Trust,09343767,CAD022
Academy Trust,South Benfleet Primary School,07684902,CAD022
Academy Trust,South Bromsgrove High Academy Trust,08565135,CAD022
Academy Trust,South Charnwood High School,08423539,CAD022
Academy Trust,The South Cheshire Catholic Multi-academy Trust,08518704,CAD022
Academy Trust,South Craven Academy Trust,07591948,CAD022
Academy Trust,South Dartmoor Academy,07561204,CAD022
Academy Trust,South Devon UTC,08293776,CAD022
Academy Trust,South East Essex Academy Trust,07527304,CAD022
Academy Trust,South Essex Academy Trust,07681226,CAD022
Academy Trust,South Essex Community School Ltd,07954295,CAD022
Academy Trust,South Farnham Educational Trust,07652902,CAD022
Academy Trust,South Gloucestershire and Stroud Academy Trust,09353480,CAD022
Academy Trust,South Leeds Academy Trust,06948499,CAD022
Academy Trust,Learning Today Leading Tomorrow,09027131,CAD022
Academy Trust,South London Jewish Primary School,07864383,CAD022
Academy Trust,United Endeavour Trust,09679560,CAD022
Academy Trust,Evolve Church Academy Trust,08569207,CAD022
Academy Trust,Prime7 MAT,08567252,CAD022
Academy Trust,Our Lady of Lourdes Catholic Multi-academy Trust,07743523,CAD022
Academy Trust,South Orpington Learning Alliance Multi-academy Trust,07943613,CAD022
Academy Trust,South Ossett Infants' Academy Trust,07851205,CAD022
Academy Trust,South Shropshire Academy Trust,08439425,CAD022
Academy Trust,Tyne Coast Academy Trust,08313162,CAD022
Academy Trust,South West Essex Community Education Trust Limited,07693309,CAD022
Academy Trust,South Wigston High School,07937317,CAD022
Academy Trust,South Wilts Grammar School,07451741,CAD022
Academy Trust,South Wiltshire UTC Limited,08282488,CAD022
Academy Trust,"South Wolds Academy & Sixth Form, The",08050782,CAD022
Academy Trust,Southborough High School,07776910,CAD022
Academy Trust,Southend High School for Boys Academy trust,07485584,CAD022
Academy Trust,Southend High School for Girls Academy Trust,07487455,CAD022
Academy Trust,"Southfield Grange Trust, The",07754077,CAD022
Academy Trust,Southfield Junior School,07739514,CAD022
Academy Trust,Southfield Primary School,08252316,CAD022
Academy Trust,Orbis Education Trust,07694399,CAD022
Academy Trust,Nunthorpe Primary Academy,09040156,CAD022
Academy Trust,Southmoor Multi Academy Trust,08021855,CAD022
Academy Trust,Southwark Free Schools Trust,07649385,CAD022
Academy Trust,Believe Academy Trust,07726568,CAD022
Academy Trust,The Southwater Junior Academy,07540802,CAD022
Academy Trust,St Bede's Catholic College,07798550,CAD022
Academy Trust,Sapientia Education Trust,07466353,CAD022
Academy Trust,The Milford Academy,08163499,CAD022
Academy Trust,Hazelwick School,07686578,CAD022
Academy Trust,Spalding Grammar School,08357352,CAD022
Academy Trust,Sparken Hill Academy Trust,09250922,CAD022
Academy Trust,Sparkle Multi-academy Trust,09741508,CAD022
Academy Trust,Sparkwell All Saints Primary Trust Limited,07952925,CAD022
Academy Trust,The Specialist Education Trust,08610537,CAD022
Academy Trust,The Spencer Academies Trust,07353824,CAD022
Academy Trust,Spiral Academies Trust,08322127,CAD022
Academy Trust,Spring Cottage Academy,08683500,CAD022
Academy Trust,St Aidan's Catholic Primary Academy,08731777,CAD022
Academy Trust,Godinton Academy Trust,09404783,CAD022
Academy Trust,St Aidan's Church of England Academy Limited,06162865,CAD022
Academy Trust,"St Bede's Catholic Primary School, A Voluntary Academy",08543210,CAD022
Academy Trust,St Aidan's Education Trust,08442124,CAD022
Academy Trust,The Woodlands Academy Scarborough,08436037,CAD022
Academy Trust,Arnside National Church of England School,07840925,CAD022
Academy Trust,St Thomas Catholic Academies Trust,09660515,CAD022
Academy Trust,Erudition Schools Trust,07879288,CAD022
Academy Trust,"Joyce Frankland Academy, Newport",08135395,CAD022
Academy Trust,Twickenham Primary School,08601624,CAD022
Academy Trust,The Grey Coat Hospital,08099098,CAD022
Academy Trust,Joydens Wood Junior School,07803743,CAD022
